Category ID,Category Name,Level,Is Leaf
0,"Root",0,false
1,"Collectibles",1,false
34,"Advertising",2,false
36,"Soda",3,false
852,"Fountain",4,true
853,"Canada Dry",4,true
855,"7 UP",4,true
856,"Squirt",4,true
857,"Hires Root Beer",4,true
877,"Dr Pepper",4,true
1334,"Moxie",4,true
3897,"Schweppes",4,true
10807,"A&W",4,true
10808,"Mountain Dew",4,true
10809,"Orange Crush",4,true
10810,"Royal Crown/Nehi/Diet Rite",4,true
13600,"Coca-Cola",4,false
38,"Other Coca-Cola Ads",5,true
13601,"Advertising-Print",5,true
13602,"Banks",5,true
13603,"Bottles",5,true
13604,"Cans",5,true
13605,"Clocks & Radios",5,true
13606,"Glasses",5,true
13607,"Pins, Badges & Patches",5,true
13608,"Signs",5,true
13609,"Tins",5,true
13610,"Trays",5,true
13611,"Trucks & Cars",5,true
20169,"Bottle Caps",5,true
20170,"Calendars",5,true
20171,"Coasters",5,true
20172,"Coolers",5,true
20173,"Decals & Stickers",5,true
20174,"Figurines",5,true
20175,"Flashlights & Keychains",5,true
20176,"Lunchboxes & Lunch Bags",5,true
20177,"Mugs, Cups & Steins",5,true
20178,"Openers",5,true
20179,"Ornaments",5,true
20180,"Playing Cards",5,true
20181,"Posters & Prints",5,true
20182,"Puzzles & Games",5,true
20183,"Shakers",5,true
20184,"Shirts, Jackets & Hats",5,true
20185,"Thermometers",5,true
35686,"Cigarette Lighters & Ashtrays",5,true
35687,"Cookie Jars & Canisters",5,true
35688,"Dishes, Bowls & Plates",5,true
35690,"Watches",5,true
37824,"Lamps & Lighting",5,true
37825,"Magnets",5,true
37826,"Pens & Pencils",5,true
37827,"Phones",5,true
165258,"Bags",5,true
165259,"Books",5,true
165260,"Plush, Stuffed Animals",5,true
165261,"Carriers & Caddies",5,true
13612,"Pepsi",4,false
854,"Other Pepsi Advertisements",5,true
13613,"Advertising-Print",5,true
13614,"Bottles & Cans",5,true
13615,"Glasses",5,true
13616,"Signs",5,true
20186,"Banks",5,true
20187,"Shirts, Jackets & Hats",5,true
20188,"Trucks & Cars",5,true
35691,"Clocks & Radios",5,true
165263,"Pins, Badges & Patches",5,true
20189,"Mixed Lots",4,true
35692,"Merchandise & Memorabilia",4,false
37,"Other Soda Memorabilia",5,true
35693,"Bottle Caps",5,true
35694,"Bottles",5,true
35695,"Cans",5,true
35696,"Glasses, Cups & Mugs",5,true
35697,"Labels",5,true
35698,"Signs",5,true
170073,"Patches",5,true
165262,"Dad's",4,true
165264,"Vernor’s",4,true
165265,"Other Soda Memorabilia",4,true
39,"Gas & Oil",3,false
40,"Other Gas & Oil Collectibles",4,true
156204,"Gas & Oil Companies",4,false
41,"Esso",5,true
832,"Phillips 66",5,true
833,"Shell",5,true
834,"Mobil",5,true
835,"Pennzoil",5,true
836,"Tydol, Veedol & Flying A",5,true
837,"Quaker State",5,true
838,"Chevron & Standard Oil",5,true
839,"Exxon",5,true
864,"Humble",5,true
1328,"Citgo",5,true
1329,"Gulf",5,true
1331,"Sinclair",5,true
1332,"Sunoco",5,true
3888,"BP",5,true
10801,"Amoco",5,true
10802,"Conoco",5,true
10803,"Union 76",5,true
26264,"Enron",5,true
35672,"Texaco",5,false
42,"Other Texaco Advertisements",6,true
35673,"Advertising-Print",6,true
35674,"Banks",6,true
35675,"Cans & Buckets",6,true
35676,"Trucks & Cars",6,true
35677,"Signs",6,true
165251,"Miniatures",6,true
35678,"Valvoline",5,true
35879,"Hess",5,false
1330,"Unspecified, Unknown Date",6,true
35881,"Pre-1980",6,true
35882,"1980-89",6,true
35883,"1990-94",6,true
35884,"1995-99",6,true
35885,"2000-Now",6,true
165243,"Atlantic",5,true
165244,"Castrol",5,true
165245,"Eagle",5,true
165246,"Pure Oil Company",5,true
165247,"Mixed Lots",5,true
165248,"Other Gas & Oil Company Ads",5,true
165249,"Merchandise & Memorabilia",4,false
35680,"Advertising-Print",5,true
35681,"Banks",5,true
35682,"Cans & Buckets",5,true
35683,"Trucks & Cars",5,true
35684,"Signs",5,true
50711,"Patches",5,true
156205,"Stickers & Decals",5,true
165250,"Other Gas & Oil Memorabilia",5,true
827,"Agriculture",3,false
828,"Other Agricultural Ads",4,true
830,"Allis Chalmers",4,true
831,"International Harvester",4,true
1333,"Seed & Feed Companies",4,true
3884,"Case",4,true
13545,"Caterpillar",4,true
13546,"Ford",4,true
13547,"Massey Ferguson",4,true
35627,"John Deere",4,false
829,"Other John Deere Collectibles",5,true
35628,"Advertising-Print",5,true
35629,"Brochures & Catalogs",5,true
35630,"Hats & Caps",5,true
35631,"Lunch Boxes",5,true
35632,"Manuals",5,true
35633,"Ornaments",5,true
35634,"Signs",5,true
95111,"Cups, Mugs & Steins",5,true
95112,"Diecast & Toys",5,true
95113,"Lighting & Lamps",5,true
95114,"Pocket Knives",5,true
165193,"Apparel",5,true
165194,"Banks",5,true
165195,"Belts & Belt Buckles",5,true
165196,"Coasters",5,true
165197,"License Plates",5,true
165198,"Tableware",5,true
165199,"Posters, Prints & Paintings",5,true
35635,"Minneapolis-Moline",4,true
35636,"Oliver",4,true
849,"Restaurants & Fast Food",3,false
850,"Other Restaurant Ads",4,true
851,"Big Boy",4,true
20168,"Burger King",4,true
21100,"Planet Hollywood",4,true
21101,"Hard Rock Café",4,true
35667,"McDonald's",4,false
13592,"Other McDonald's Ads",5,true
35668,"Mugs & Cups",5,true
35669,"Pins",5,true
35670,"Plates",5,true
35671,"Taco Bell",4,true
167975,"Arby's",4,true
167976,"Dairy Queen",4,true
167977,"Hooters",4,true
167978,"Pizza Hut",4,true
167979,"Waffle House",4,true
167980,"Wendy's",4,true
875,"Government",3,true
1313,"Automobiles",3,false
1314,"Other Automobile Ads",4,true
13553,"American",4,false
1315,"Buick",5,true
1316,"Chevrolet",5,true
1317,"Chrysler",5,true
1318,"Dodge",5,true
1319,"Ford",5,true
1320,"Pontiac",5,true
3874,"Packard",5,true
10773,"Cadillac",5,true
10774,"Jeep & Willys",5,true
10775,"Lincoln",5,true
10776,"Mercury",5,true
10777,"Oldsmobile",5,true
10778,"Plymouth",5,true
10780,"Studebaker",5,true
13554,"DeSoto",5,true
13555,"Hudson",5,true
13556,"Kaiser-Frazer",5,true
13557,"Nash",5,true
13558,"Rambler",5,true
13559,"Other American Automobile Ads",5,true
13560,"Asian",4,false
13561,"Datsun & Nissan",5,true
13562,"Honda",5,true
13563,"Mazda",5,true
13564,"Toyota",5,true
13565,"Other Asian Automobile Ads",5,true
165200,"Acura",5,true
165201,"Hyundai",5,true
165202,"Infiniti",5,true
165203,"Isuzu",5,true
165204,"Mitsubishi",5,true
165205,"Subaru",5,true
13566,"British",4,false
3869,"Austin",5,true
3872,"Other British Automobile Ads",5,true
3873,"MG",5,true
3878,"Triumph",5,true
4400,"Jaguar",5,true
13567,"Rolls-Royce & Bentley",5,true
13568,"Sunbeam",5,true
43045,"Land Rover",5,true
13569,"European",4,false
3871,"Daimler & Mercedes",5,true
10779,"Porsche",5,true
10781,"Volkswagen",5,true
13570,"Alfa Romeo",5,true
13571,"Audi",5,true
13572,"BMW",5,true
13573,"Citroen",5,true
13574,"Ferrari",5,true
13575,"Fiat",5,true
13576,"Lamborghini",5,true
13577,"Opel",5,true
13578,"Peugeot",5,true
13579,"Renault",5,true
13580,"Saab",5,true
13581,"Volvo",5,true
13582,"Other European Automobile Ads",5,true
165206,"Lancia",5,true
165207,"Maserati",5,true
13583,"Clothing, Shoes & Accessories",3,false
840,"Shoes",4,false
841,"1950-1979",5,true
842,"1920-1949",5,true
843,"Pre-1920",5,true
156202,"1980-Now",5,true
3885,"Other Clothing & Shoe Ads",4,true
156197,"Clothing",4,false
156198,"Pre-1920",5,true
156199,"1920-1949",5,true
156200,"1950-1979",5,true
156201,"1980-Now",5,true
156203,"Reproductions",4,true
165208,"Accessories",4,false
165209,"Pre-1920",5,true
165210,"1920-1949",5,true
165211,"1950-1979",5,true
165212,"1980-Now",5,true
13585,"Communication & Utilities",3,false
846,"Radio",4,true
859,"Utilities",4,true
879,"Telephone",4,true
13586,"Other Comm & Utility Ads",4,true
165213,"Phonographs",4,true
165214,"Telegraph & Telegram",4,true
13587,"Food & Beverage",3,false
817,"Dairy",4,false
818,"Other Dairy Advertisements",5,true
35663,"Advertising-Print",5,true
35664,"Bottle Caps",5,true
35665,"Posters & Prints",5,true
35666,"Signs & Plaques",5,true
40035,"Bottles & Containers",5,true
40036,"Pins & Buttons",5,true
820,"Distillery",4,false
822,"Jack Daniel’s",5,true
823,"Jim Beam",5,true
825,"Old Crow",5,true
3882,"Scotch",5,true
3883,"Wild Turkey",5,true
4270,"Irish",5,true
7175,"Seagram’s",5,true
10798,"Absolut",5,true
10799,"Canadian Club",5,true
10800,"Johnnie Walker",5,true
26262,"Bacardi",5,true
26263,"Smirnoff",5,true
32721,"Baileys",5,true
32722,"Southern Comfort",5,true
35654,"Captain Morgan",5,true
35655,"Dewar’s",5,true
35656,"Merchandise & Memorabilia",5,false
821,"Other Distillery Memorabilia",6,true
35657,"Advertising-Print",6,true
35658,"Bottles, Decanters & Jugs",6,true
35659,"Glasses",6,true
35660,"Shirts & Hats",6,true
35661,"Signs",6,true
35662,"Tins",6,true
165222,"Beefeater",5,true
165223,"Canadian Mist",5,true
165224,"Crown Royal",5,true
165225,"Drambuie",5,true
165226,"Fleischmann",5,true
165227,"Gilbey’s",5,true
165228,"Haig & Haig",5,true
165229,"Jagermeister",5,true
165230,"Jose Cuervo",5,true
165231,"Old Forester",5,true
165232,"Paul Jones",5,true
165233,"Tanqueray",5,true
165234,"Other Distillery Ads",5,true
167974,"Ezra Brooks",5,true
872,"Candy & Nuts",4,false
873,"Other Candy & Nuts Ads",5,true
874,"M&M's",5,true
3894,"Planters Nuts",5,true
10782,"Cracker Jack",5,true
10783,"Hershey & Reese’s",5,true
10784,"Life Savers",5,true
20990,"Ferrero & Kinder",5,true
35645,"Chewing Gum",5,true
165216,"Brach’s",5,true
165217,"Merchandise & Memorabilia",5,true
878,"Soup",4,true
1526,"Other Food & Beverage Ads",4,true
10785,"Cereal",4,false
1322,"Other Cereal Advertisements",5,true
10786,"General Mills",5,true
10787,"Kellogg",5,true
10788,"Nabisco",5,true
10789,"Post",5,true
10790,"Quaker",5,true
165235,"Cream of Wheat",5,true
165236,"Merchandise & Memorabilia",5,true
10793,"Coffee & Tea",4,false
865,"Other Coffee & Tea Ads",5,true
10794,"Maxwell House",5,true
10795,"Starbucks",5,true
13584,"Lipton",5,true
165218,"Folger’s",5,true
165219,"Nescafe",5,true
165220,"Tim Horton’s",5,true
165221,"Merchandise & Memorabilia",5,true
13588,"Bakery & Baking",4,false
1321,"Other Bakery & Baking Ads",5,true
13589,"Baking Powder",5,true
13590,"Flour",5,true
20165,"Bread",5,true
20166,"Cakes & Doughnuts",5,true
20167,"Cookies, Crackers & Pretzels",5,true
21091,"Cocoa & Baking Chocolate",5,true
165215,"Merchandise & Memorabilia",5,true
21099,"Spices & Extracts",4,true
21102,"Pickles & Condiments",4,true
21103,"Pancakes & Syrup",4,true
21104,"Jam, Jelly & Peanut Butter",4,true
21105,"Fruit & Raisins",4,true
50710,"Gelatin & Jell-O",4,true
165237,"Energy Drinks",4,true
165238,"Wine",4,false
165239,"Advertising-Print",5,true
165240,"Labels",5,true
165241,"Signs",5,true
165242,"Other Wine Advertisements",5,true
13595,"Household",3,false
876,"Soap & Detergent",4,true
1527,"Other Household Ads",4,true
13596,"Appliances",4,true
21098,"Paint & Varnish",4,true
165252,"Furniture",4,true
165253,"Home Décor",4,true
13598,"Retail Stores",3,false
1525,"Drugstores",4,true
3893,"Other Retail Store Ads",4,true
13599,"Department Stores",4,true
165256,"Grocery Stores",4,true
165257,"Home Improvement Stores",4,true
13617,"Tires",3,false
863,"Other Tire Advertisements",4,true
13618,"B.F. Goodrich",4,true
13619,"Goodyear",4,true
13620,"Firestone",4,true
13621,"Michelin",4,true
13623,"Merchandise & Memorabilia",3,false
35,"Other Merch & Memorabilia Ads",4,true
796,"Characters & Dolls",4,true
797,"Clocks",4,true
798,"Store Displays",4,true
799,"Labels",4,true
800,"Premiums, Prizes & Charms",4,true
801,"Tins",4,true
803,"Trays",4,true
10797,"Mannequins",4,true
10804,"Signs",4,false
10805,"Reproduction",5,true
37840,"Original",5,false
804,"1970-Now",6,true
10806,"1930-69",6,true
37841,"Pre-1930",6,true
12505,"Blotters",4,true
12506,"Thermometers",4,true
13624,"Calendars",4,true
13625,"Mirrors",4,true
21147,"Mugs & Cups",4,true
21148,"Fans",4,true
37828,"Advertising-Print",4,false
37829,"Pre-1900",5,true
37830,"1900-09",5,true
37831,"1910-19",5,true
37832,"1920-29",5,true
37833,"1930-39",5,true
37834,"1940-49",5,true
37835,"1950-59",5,true
37836,"1960-69",5,true
37837,"1970-79",5,true
37838,"1980-89",5,true
37839,"1990-Now",5,true
37842,"Victorian Trade Cards",4,false
802,"Other Victorian Trade Cards",5,true
37843,"Coffee & Tea",5,true
37844,"Sewing Machines",5,true
37845,"Shoes & Boots",5,true
50712,"Soap",5,true
73471,"Plates",4,true
18789,"eBayana",3,true
21092,"Computers & High Tech",3,true
21097,"Pets",3,true
21136,"Health & Beauty",3,false
13597,"Other Health & Beauty Ads",4,true
21137,"Cosmetics & Hair Care",4,true
21138,"Medicine & First Aid",4,true
21139,"Perfume & Cologne",4,true
21140,"Talcum & Bath Powder",4,true
21141,"Shaving & Razors",4,true
165254,"Jewelry & Watches",3,true
165255,"Musical Instruments",3,true
165266,"Other Collectible Ads",3,true
170068,"Hotel & Motel",3,false
27173,"Other Hotel & Motel Ads",4,true
170069,"Advertising-Print",4,true
170070,"Dinnerware & Serving Pieces",4,true
170071,"Luggage Labels",4,true
170072,"Room Keys",4,true
171180,"Price Guides & Publications",3,true
63,"Comic Books & Memorabilia",2,false
3984,"Original Comic Art",3,true
33346,"Manga & Asian Comics",3,false
259109,"Single Volumes",4,true
259110,"Doujinshis",4,true
259111,"Manga Magazines",4,true
99961,"Price & Buyers' Guides",3,true
144062,"Artbooks",3,true
151093,"Other Comic Books & Memorabilia",3,true
259103,"Comics",3,false
259104,"Comics & Graphic Novels",4,true
259105,"Comic Strips",4,true
259106,"Franco-Belgian & European Comics",3,false
121889,"Comics & Graphic Novels",4,true
259107,"Comic Strips",4,true
259113,"Other Comic Book Traditions",3,true
259114,"Magazines",3,true
259115,"Fan Clubs & Zines",3,true
259116,"Merchandise & Memorabilia",3,false
80,"Figurines",4,true
60017,"Cosplay Costumes & Accs",4,true
82498,"Wall Art & Posters",4,true
259117,"Keyrings",4,true
259118,"Badges & Pins",4,true
259119,"Glasses & Mugs",4,true
259120,"Coasters",4,true
259122,"Calendars",4,true
259123,"Mouse Pads",4,true
259124,"Decals & Stickers",4,true
259125,"Props & Replicas",4,true
259126,"Other Merchandise & Memorabilia",4,true
259127,"Comic Book Supplies & Accs",3,false
259128,"Storage Bags",4,true
259129,"Storage Boxes",4,true
259130,"Holders",4,true
259131,"Comic Book Boards",4,true
259132,"Display Frames",4,true
259133,"Dividers",4,true
259134,"Other Comic Book Supplies",4,true
113,"Sewing (1930-Now)",2,false
114,"Other Sewing Collectibles",3,true
605,"Machines",3,true
1465,"Pin Cushions",3,true
4157,"Patterns",3,false
606,"Other Vintage Sewing Patterns",4,true
4158,"Children",4,true
4159,"Accessories",4,true
4160,"Men",4,true
4161,"Women",4,true
38057,"Dolls, Toys, Animals",4,true
14083,"Spools & Thread",3,true
14084,"Transfers",3,true
38054,"Foot Pedals",3,true
38055,"Manuals & Books",3,true
38056,"Needles & Cases",3,true
38058,"Baskets & Boxes",3,true
38059,"Sewing Kits",3,true
38060,"Thimbles",3,false
116,"Other Vintage Thimbles",4,true
38061,"Bone",4,true
38062,"Gold",4,true
38063,"Pewter",4,true
38064,"Porcelain",4,true
38065,"Silver, Sterling",4,true
38066,"Lots",4,true
156534,"Glass",4,true
156535,"Wood",4,true
156536,"Mixed Material",4,true
156537,"Thimble Holders",4,true
156538,"Thimble Displays",4,true
38067,"Tools, Scissors & Measures",3,true
41192,"Buttons",3,false
115,"Other Vintage Sewing Buttons",4,true
41193,"Ceramic",4,true
41194,"Glass",4,true
41195,"Metal",4,true
41196,"Pearl, Shell",4,true
41197,"Plastic",4,true
41198,"Mixed Lots",4,true
156533,"Bakelite",4,true
165798,"Vegetable Ivory",4,true
165799,"Wood",4,true
171200,"Price Guides & Publications",3,true
124,"Paper",2,false
125,"Other Paper Collectibles",3,true
1437,"Menus",3,true
1438,"Playing Cards",3,true
1440,"Scrapbooks",3,true
4089,"Blotters",3,true
13685,"Pin Up",3,false
3899,"Vintage (Pre-1970)",4,true
4948,"Contemporary (1970-Now)",4,true
13985,"Booklets",3,false
4090,"1960-Now",4,true
13986,"Pre-1920",4,true
13987,"1920-39",4,true
13988,"1940-59",4,true
165656,"Unspecified, Unknown Date",4,true
13989,"Brochures",3,false
4091,"1960-Now",4,true
13990,"Pre-1940",4,true
13991,"1940-59",4,true
165657,"Unspecified, Unknown Date",4,true
13992,"Newspapers",3,false
1439,"1970-Now",4,true
13993,"Pre-1900",4,true
13994,"1900-39",4,true
13995,"1940-69",4,true
165663,"Unspecified, Unknown Date",4,true
29465,"Documents",3,false
4092,"1960-Now",4,true
29466,"1900-1939",4,true
29467,"1940-59",4,true
156492,"Pre-1800",4,true
156493,"1800-1899",4,true
165658,"Unspecified, Unknown Date",4,true
29490,"Programs",3,true
35889,"Vintage Greeting Cards",3,false
3633,"Other Vintage Greeting Cards",4,true
35890,"Birthday",4,true
35891,"Christmas",4,true
35892,"Valentine's Day",4,true
156504,"Animals",4,true
156505,"Victorian",4,true
156506,"Unused Vintage",4,true
156507,"Mixed Lots",4,true
41183,"Calendars",3,false
556,"1960-79",4,true
41184,"Pre-1940",4,true
41190,"1940-59",4,true
41394,"Unspecified, Unknown Date",4,true
156485,"1980-Last Year",4,true
156486,"Current Year, Next Year",4,true
156487,"Perpetual Calendars",4,true
41187,"Ephemera",3,false
126,"1960-Now",4,true
41185,"1940-59",4,true
41188,"1900-20",4,true
41189,"1920-39",4,true
41191,"Unspecified, Unknown Date",4,true
156494,"Pre-1800",4,true
156495,"1800-99",4,true
156488,"Correspondence",3,false
156489,"Pre-1900",4,true
156490,"1900-49",4,true
156491,"1950-Now",4,true
165661,"Unspecified, Unknown Date",4,true
156496,"Matchbooks",3,false
477,"Other Collectible Matchbooks",4,true
156497,"Advertisements",4,true
156498,"Hotels, Motels",4,true
156499,"Lounges, Bars",4,true
156500,"Restaurants",4,true
156501,"Vehicles, Transportation",4,true
156502,"International Locations",4,true
156503,"US Locations",4,true
165659,"Gift Wrap",3,true
165660,"Matchbox Labels",3,true
165662,"Napkins",3,true
165664,"Stationery",3,true
168047,"Bank Checks & Drafts",3,true
137,"Disneyana",2,false
139,"Vintage (Pre-1968)",3,false
140,"Other Vintage Disneyana",4,true
1152,"Housewares",4,true
1385,"Apparel, Accessories",4,true
1386,"Animation Art, Cels",4,true
1387,"Posters, Prints, Lithos",4,true
1388,"Books",4,true
1391,"Figurines",4,true
1392,"Holiday",4,true
1393,"Jewelry",4,true
1394,"Pins, Buttons",4,true
1395,"Plush Toys",4,true
1396,"Premiums",4,true
1397,"Records",4,true
1398,"Toys, Games, Puzzles",4,true
1399,"Watches, Timepieces",4,true
13847,"Paper",4,true
13848,"Theme Park Souvenirs",4,true
14287,"Cards",4,true
1369,"Contemporary (1968-Now)",3,false
138,"Other Disneyana",4,true
142,"Plush Toys",4,true
144,"Posters, Prints & Lithos",4,true
1371,"Animation Art, Cels",4,true
1372,"Books",4,true
1373,"Collector Clubs",4,true
1378,"Jewelry",4,true
1379,"Limited Editions",4,true
1380,"Theme Park Souvenirs",4,true
1381,"Premiums",4,true
1382,"Records, Tapes & CDs",4,true
1383,"Toys, Games & Puzzles",4,true
1384,"Watches, Timepieces",4,true
13841,"Cast Member Exclusives",4,true
13842,"Coins",4,true
13843,"Mugs, Glasses",4,true
13844,"Paper, Notepads",4,true
13845,"Plates",4,true
13846,"Snowglobes",4,true
35839,"Apparel & Accessories",4,false
1370,"Other Disney Apparel & Accs",5,true
35840,"Coats, Jackets, Outerwear",5,true
35841,"Costumes",5,true
35842,"Hats",5,true
35843,"T-Shirts",5,true
88883,"Ties, Neckties",5,true
35844,"Banks",4,true
35845,"Bottles",4,true
35846,"Calendars",4,true
35847,"Clocks & Radios",4,true
35848,"Figurines",4,false
1375,"Other Contemp Disney Figurines",5,true
35849,"Cinderella",5,true
35850,"Donald Duck",5,true
35851,"Goofy",5,true
35852,"Mickey Mouse",5,true
35853,"Minnie Mouse",5,true
35854,"Sleeping Beauty",5,true
35855,"Snow White",5,true
35856,"Winnie the Pooh",5,true
50759,"Beauty & The Beast",5,true
50760,"Little Mermaid",5,true
50761,"Peter Pan",5,true
88891,"Nightmare Before Christmas",5,true
95117,"Alice in Wonderland",5,true
156297,"WDCC",5,true
156306,"Pixar Characters",5,true
35857,"Frames",4,true
35858,"Keychains",4,true
35859,"Lunchboxes, Thermoses",4,true
35860,"Phones",4,true
35861,"Signs",4,true
35862,"Stickers & Decals",4,true
35886,"Holiday",4,false
1376,"Other Contemp Holiday Disney",5,true
35887,"Ornaments",5,true
35888,"Stockings",5,true
38004,"Pins, Patches & Buttons",4,false
143,"Other Disney Pins & Patches",5,true
38005,"Cast Member Exclusives",5,true
38006,"Disney Cruise Line",5,true
38007,"Disney Store",5,true
38008,"Holiday, Christmas",5,true
38010,"Theme Parks",5,false
38011,"Disneyland/DCA",6,true
38012,"Disneyland Paris",6,true
38013,"Tokyo Disneyland",6,true
38014,"Walt Disney World",6,true
165493,"Hong Kong Disneyland",6,true
50762,"Disney Characters & Movies",5,false
38009,"Other Disney Characters",6,true
50763,"Belle, Beauty & The Beast",6,true
50764,"Chip & Dale",6,true
50765,"Cinderella",6,true
50766,"Donald Duck",6,true
50767,"Goofy",6,true
50768,"Lilo & Stitch",6,true
50769,"Little Mermaid",6,true
50770,"Mickey Mouse",6,true
50771,"Minnie Mouse",6,true
50772,"Peter Pan",6,true
50773,"Pluto",6,true
50774,"Sleeping Beauty",6,true
50775,"Snow White",6,true
50776,"Winnie the Pooh",6,true
55416,"101 Dalmatians",6,true
55417,"Bambi",6,true
55418,"Dumbo",6,true
55419,"Figment",6,true
55420,"Jiminy Cricket",6,true
55421,"Nightmare Before Christmas",6,true
55422,"Piglet",6,true
55423,"Pinocchio",6,true
55424,"Tigger",6,true
55425,"Tinker Bell",6,true
55426,"Toy Story",6,true
60215,"Finding Nemo",6,true
60216,"Haunted Mansion",6,true
60217,"Who Framed Roger Rabbit",6,true
66523,"Eeyore",6,true
66524,"Alice in Wonderland",6,true
95127,"Incredibles",6,true
95128,"Aladdin",6,true
150122,"Pirates of the Caribbean",6,true
163745,"Wall-E",6,true
66522,"Attraction & Ride Pins",5,true
88884,"Bags, Cases & Wallets",4,false
88885,"Coin Purses",5,true
88886,"Cosmetic Bags",5,true
88887,"Handbags",5,true
88888,"Shoulder Bags",5,true
88889,"Wallets",5,true
88890,"Other Disney Bags & Cases",5,true
88892,"Pens & Pencils",4,true
95116,"Bobblehead Figures",4,true
95118,"Housewares",4,false
1377,"Other Contemp Disney Houseware",5,true
88893,"Pillows, Cushions",5,true
95119,"Salt & Pepper Shakers",5,true
95120,"Bath, Beach Towels",5,true
95121,"Bedding",5,true
95122,"Candles, Candle Holders",5,true
95123,"Cookie Jars",5,true
95124,"Dinnerware",5,true
95125,"Lamps",5,true
95126,"Night Lights",5,true
170076,"Disney Dollars",4,true
152,"Science Fiction & Horror",2,false
153,"Other Sci-Fi Collectibles",3,true
156,"X-Files",3,true
591,"Godzilla",3,true
785,"Babylon 5",3,true
1450,"Doctor Who",3,true
8675,"Star Wars Collectibles",3,false
154,"Other Star Wars Collectibles",4,true
8676,"Autographs",4,true
8677,"Books",4,true
73552,"Figurines, Statues & Busts",4,true
99969,"Collector Plates",4,true
99970,"Clothing & Accessories",4,true
99971,"Lightsaber & Weapon Replicas",4,true
99973,"Posters & Prints",4,true
99975,"Vehicle & Space Ship Replicas",4,true
99976,"Jewelry",4,true
111997,"Collectible Action Figures",4,true
14015,"Planet of the Apes",3,true
14289,"Xena",3,true
14905,"Buffy the Vampire Slayer",3,true
29493,"Star Trek Collectibles",3,false
155,"Other Star Trek Collectibles",4,true
750,"Collectible Action Figures",4,true
8689,"Autographs",4,true
8690,"Books",4,true
8692,"Collectible Magazines",4,true
8694,"Posters & Prints",4,true
8697,"Clothing & Accessories",4,true
259146,"Figurines, Statues & Busts",4,true
259147,"Vehicle & Space Ship Replicas",4,true
37880,"Battlestar Galactica",3,true
73548,"Aliens, AVP",3,true
73549,"Farscape",3,true
73550,"Lost in Space",3,true
73560,"Thunderbirds",3,true
98026,"Smallville",3,true
98035,"Stargate SG-1",3,true
99965,"Space 1999",3,true
99977,"UFOs, Area 51, Roswell",3,true
157023,"Firefly, Serenity",3,true
165728,"Lost",3,true
165729,"Predator",3,true
165730,"Resident Evil",3,true
168049,"Twilight",3,true
412,"Science & Medicine (1930-Now)",2,false
413,"Other Sci & Med Collectibles",3,true
4065,"Medicine, Dentistry",3,false
4064,"Other Medical Collectibles",4,true
4066,"Dentistry",4,true
4067,"Medical Devices",4,true
4068,"Medical Paper",4,true
15910,"Nursing",4,true
15911,"Pharmaceutical",4,true
4085,"Optical",3,false
3636,"Telescopes",4,true
4084,"Other Optical Collectibles",4,true
104035,"Kaleidoscopes",4,true
170269,"Binoculars",4,true
14016,"Engineering",3,false
4087,"Surveying Equipment",4,true
14017,"Drafting Tools",4,true
14018,"Slide Rules",4,true
14019,"Other Engineering Collectibles",4,true
14020,"Scientific Instruments",3,false
414,"Other Vintage Science Equip",4,true
14021,"Barometers",4,true
14022,"Thermometers",4,true
14023,"Microscopes, Lab Equipment",4,true
15912,"Mining",3,false
3632,"Other Mining Collectibles",4,true
15913,"Equipment",4,true
15914,"Paper Items",4,true
156520,"Stickers, Decals",4,true
157026,"Magnets",3,true
171196,"Price Guides & Publications",3,true
417,"Transportation",2,false
1412,"Maps & Atlases",3,false
14056,"Atlases",4,true
20284,"Maps",4,false
582,"Other Collectible Maps",5,true
1413,"US",5,true
14057,"Mixed Lots",5,true
20285,"Canada",5,true
20286,"Europe",5,true
165758,"Africa",5,true
165759,"Asia",5,true
165760,"Australia & Oceania",5,true
165761,"Central & South America",5,true
165762,"World",5,true
165757,"Celestial & Planetary",4,true
1444,"Railroadiana & Trains",3,false
130,"Other Railroadiana",4,true
4125,"Hardware",4,false
4124,"Other Railroadiana Hardware",5,true
4126,"Badges & Emblems",5,true
4128,"Lanterns & Lamps",5,true
4130,"Tools",5,true
95163,"Spikes & Nails",5,true
95164,"Whistles, Bells & Horns",5,true
4127,"Dinnerware & Utensils",4,true
4131,"Paper",4,false
1445,"Other Railroadiana Paper Items",5,true
4133,"Brochures",5,true
4134,"Employee Timetables",5,true
4135,"Passes & Tickets",5,true
4136,"Public Timetables",5,true
4137,"Rule Books",5,true
14060,"Calendars",5,true
35974,"Playing Cards",5,true
36010,"Annual Reports",5,true
40052,"Books",5,false
4132,"1900-Now",6,true
40053,"Pre-1900",6,true
67758,"Magazines",5,true
86958,"Advertising",5,true
95165,"Maps",5,true
95166,"Menus",5,true
95167,"Stock Certificates & Bonds",5,true
165791,"Documents & Letters",5,true
165792,"Manuals & Guides",5,true
165793,"Newspapers",5,true
7195,"Canadian Railroadiana & Trains",4,true
67759,"Prints, Posters & Paintings",4,true
74724,"Photographs",4,false
35975,"Photographs",5,true
71011,"Slides",5,true
74725,"Other Collectible Train Photos",5,true
74726,"Negatives",5,true
74727,"Videos",4,true
95168,"Watches & Pocket Watches",4,true
165788,"Apparel",4,true
165789,"Clocks",4,true
165790,"Hats & Caps",4,true
